%;PORCENTAGEM
PRECIPITADO;ANSIOSO
PRECISA;PRECISAR
PRECISO;CERTO
PREDADORA;PREDADOR
PREDADORES;PREDADOR
PREDAM;PREDAR
PREDILEÇÃO;PREFERIR
PREDILETO;PREFERIR
PRÉDIO;EDIFÍCIO
PREDIZER;ADIVINHAR
PREENCHIDA;PREENCHIDO
PREFEITO;PREFEITURA
PREFERÊNCIA;PREFERIR
PREFERINDO;PREFERIR
PREFESSORES;PROFESSOR
PREGA;DOBRAR
PREGÃO;LEILÃO
PREGUIÇA;PREGIÇOSO
PREGUIÇOSO;PREGIÇOSO
PREITO;APLAUSO
PREJUDICADO;ESTRAGAR
PREJUDICIAL;MAU
PREMATURIDADE;PREMATURO
PREMIO;PREMIAR
PREMONIÇÃO;ADIVINHAR
PRENDENDO;PRENDER
PRENHA;GRÁVIDA
PRENHEZ;GRÁVIDA
PREOCUPAÇÃO;PREOCUPADO
PREOCUPADA;PREOCUPADO
PREOCUPANTE;PREOCUPAR
PREOCUPAR;PREOCUPADO
PRESAS;DENTE
PRESBITERIANO;PRESBITERIANISMO
PRESENCIAR;VER
PRESENTEAR;DAR
PRESENTEMENTE;AGORA
PRESERVADA;PRESERVAR
PRESERVADO;PRESERVAR
PRESERVATIVO;CAMISINHA
PRESIDÊNCIA;PRESIDÊNCIA
PRESIDENCIAL;PRESIDÊNCIA
PRESIDENTE;PRESIDÊNCIA
PRESÍDIO;PRISÃO
PRESO;PRISÃO
PRESSA;RÁPIDO
PRESSIONADO;PRESSIONAR
PRESSIONANDO;PRESSIONAR
PRESTADA;PRESTADO
PRESTÍGIO;IMPORTANTE
PRESUNÇÃO;ARROGANTE
PRESUNÇOSO;METIDO
PRETENSIOSO;ARROGANTE
PRETÉRITO;PASSADO
PREVARICAÇÃO;ADULTÉRIO
PREVENÇÃO;PREVENIR
PREVER;ADIVINHAR
PREVIDÊNCIA;CUIDAR
PREVINE;PREVINIR
PREVISTA;PREVISTO
PREZAR;GOSTAR
PRIMÁRIA;PRIMÁRIO
PRIMAS;PRIMA
PRIMEIRAMENTE;PRIMEIRO
PRIMOROSA;PRIMOROSO
PRINCIPALMENTE;PRINCIPAL
PRÍNCIPE;PRINCESA
PRINCIPIAR;COMECAR
PRINCÍPIO;COMECAR
PRIORITÁRIA;PRIORITÁRIO
PRIVAÇÃO;NÃO-PODER
PRIVADA;PARTICULAR
PRIVADO;PARTICULAR
PRIVAR;PODER-NÃO
PRIVATIVO;PARTICULAR
PRIVILÉGIA;PRIVILEGIAR
PRIVILEGIADA;PRIVILEGIADO
PRIVILEGIANDO;PRIVILEGIAR
PROATIVA;PROATIVO
PROBO;HONESTO
PROCEDÊNCIA;VIR
PROCEDER;FAZER
PROCESSADA;PROCESSADO
PROCESSADOR;LIQUIDIFICADOR
PROCESSE;PROCESSAR
PROCURA;PROCURAR
PROCURADORA;PROCURADOR
PROCURANDO;PROCURAR
PRODIGIOSO;MARAVILHOSO
PRODUTIVA;PRODUTIVO
PRODUTORA;PRODUTOR
PRODUZIDA;PRODUZIDO
PRODUZIDA;PRODUZIR
PRODUZINDO;PRODUZIR
PROEMINÊNCIA;IMPORTANTE
PROEMINENTE;IMPORTANTE
PROFERINDO;PROFERIR
PROFESSORA;MULHER_PROFESSOR
PROFESSORAS;PROFESSOR
PROFISSIONAIS;PROFISSIONAL
PROFUNDA;PROFUNDO
PROFUNDAMENTE;PROFUNDO
PROFUNDEZA;PROFUNDO
PROFUNDIDADE;PROFUNDO
PROGENITOR;PAI
PROGRAMA;PROGRAMAÇÃO
PROGREDIR;DESENVOLVER
PROGRESSO;DESENVOLVER
PROIBIÇÃO;PROIBIR
PROIBIDO;PROIBIR
PROIBITIVO;PROIBIR
PROIBITÓRIO;PROIBIR
PROJETAR;PLANEJAR
PROJETIL;BALA
PROMESSA;PROMETER
PROMISSORA;PROMISSOR
PROMOVENDO;PROMOVER
PROMOVIDO;PROMOVER
PRONTA;PRONTO
PRONTAS;PRONTO
PRONUNCIAR;FALAR
PROPAGADA;PROPAGADO
PROPAGANDA;DIVULGAR
PROPAGANDISTA;DIVULGAR
PROPAGAR;ESPALHAR
PROPAGO;PROPAGAR
PROPEDÊUTICA;PROPEDÊUTICO
PROPENSA;PROPENSO
PROPENSÃO;JEITO
PROPONDO;PROPOR
PROPOR;PROPOSTA
PROPORÇÃO;PARTE
PROPORCIONANDO;PROPORCIONAR
PROPOSIÇÃO;PROPOSTA
PROPRIEDADE;PRÓPRIO
PROPRIETÁRIO;DIRETOR
PRORROGADO;PROLONGADO
PROSCREVER;PROIBIR
PRÓSPERO;PROSPERAR
PROSSEGUIMENTO;CONTINUAR
PROSSEGUIR;CONTINUAR
PROSTITUIÇÃO;PROSTITUTA
PROSTITUINDO;PROSTITUIR
PROSTRADO;ABATIDO
PROTELADO;ADIAR
PROTELAR;ADIAR
PROTESTANTISMO;EVANGÉLICO
PROTESTAR;PROTESTO
PROVA;AVALIAÇÃO
PROVADA;PROVADO
PROVANDO;PROVAR
PROVÁVEL;CAPACIDADE
PROVEITO;APROVEITAR
PROVENDO;PROVER
PROVER;SERVIR
PROVIDENCIANDO;PROVIDENCIAR
PROVIR;VIR
PROVOCAÇÃO;PROVOCAR
PROVOCADA;PROVOCADO
PROVOCANDO;PROVOCAR
PROVOCATIVA;PROVOCATIVO
PROXIMAMENTE;APROXIMADAMENTE
PRÓXIMO;PRÓXIMA
PRUDÊNCIA;RAZÃO
PSICANALÍTICA;PSICANALÍTICO
PSICOLÓGICA;PSICOLÓGICO
PSICOLOGICAMENTE;PSICOLOGIA
PSICÓLOGO;PSICOLOGIA
PSICÓTICA;PSICÓTICO
PSIQUIATRIA;PSIQUIATRA
PSIQUIÁTRICA;PSIQUIÁTRICO
PUBLICAÇÃO;PUBLICAR
PUBLICADA;PUBLICADO
PUBLICANDO;PUBLICAR
PUBLICITÁRIO;PUBLICIDADE
PUBLICO;PUBLICAR
PÚBLICOS;PÚBLICA
PUDOR;VERGONHA
PUGILISMO;BOXE
PUGILISTA;BOXE
PUGNAR;LUTAR
PULGÃO;PULGA
PULMONAR;PULMÃO
PULO;PULAR
PULVERIZAR;PULVERIZADOR
PUM;PEIDO
PUNIÇÃO;CASTIGO
PUNIDA;PUNIDO
PUNINDO;PUNIR
PUNITIVA;PUNITIVO
PURA;PURO
PURPÚREO;ROXO
PUSILÂNIME;MEDROSO
PUTA;PROSTITUTA
PUTREFAZER;PODRE
PUXA;PUXAR
QUADRADOS;QUADRADO
QUADRILÁTERO;QUADRADO
QUADRINHOS;LIVRO_PIADA
QUALIDADE;TIPO
QUALIFICADA;QUALIFICADO
QUALITATIVA;QUALITATIVO
QUÂNTICA;QUÂNTICO
QUANTIDADE;QUANTO
QUANTITATIVA;QUANTITATIVO
QUEBRA;QUEBRAR
QUEBRADA;QUEBRAR
QUEBRADO;QUEBRAR
QUEBRANDO;QUEBRAR
QUEDA;CAIR
QUEIMANDO;QUEIMAR
QUENGA;PROSTITUTA
QUENTURA;CALOR
QUERENÇA;QUERER
QUERENDO;QUERER
QUEREREM;QUERER
QUERO;QUERER
QUESTIONADO;PERGUNTAR
QUESTIONAR;PERGUNTAR
QUIÇÁ;TALVEZ
QUIETO;CALMO
QUIETUDE;CALMO
QUILO;BALANÇA
QUILOGRAMA;BALANÇA
QUILÔMETRO;KM
QUIMERA;IMAGINAR
QUIMÉRICO;IMAGINAR
QUÍMICAS;QUÍMICA
QUINHÃO;LOTE
QUITANDA;LOJA
QUIUÍ;KIWI
QUIVI;KIWI
QUOTA;PRESTAÇÃO
RABISCO;RABISCAR
RACHADO;QUEBRAR
RACHAR;QUEBRAR
RACIOCINAR;RACIOCÍNIO
RADIOATIVA;RADIOATIVO
RADIODIFUSÃO;RÁDIO
RADIOPATRULHA;PATRULHA
RAIVOSO;RAIVA
RALO;RALADOR
RAMALHETE;BUQUE
RAMEIRA;PROSTITUTA
RANCOR;MÁGOA
RANCOROSO;MÁGOA
RANDÔMICA;RANDÔMICO
RANGO;COMER
RANHO;CATARRO
RAPAGÃO;HOMEM
RAPARIGA;MULHER
RAPAZ;HOMEM
RÁPIDA;RÁPIDO
RAPIDAMENTE;RÁPIDO
RARA;RARO
RAREAR;FALTAR
RASCUNHAR;ESCREVER
RASCUNHO;ESCREVER
RASGO;RASGAR
RASTAPÉ;DANÇAR
RATIFICAR;APROVAR
RATINHO;RATO
REACIONÁRIO;RETRÓGRADO
REAGINDO;REAGIR
REAL;ORIGINAL
REALIZADA;REALIZAR
REALIZADO;REALIZAR
REALIZANDO;REALIZAR
REALIZAR;FAZER
REALIZAR;FAZER
REARRANJAM;REARRANJAR
REARRANJANDO;REARRANJAR
REARRANJO;REARRANJAR
REATIVA;REATIVO
REAVALIADA;REAVALIADO
REBAIXADO;INFERIOR
REBAIXAR;HUMILHAR
REBATE;REBATER
REBENTO;BEBÊ
REBOCAR;CIMENTO
REBOCO;CIMENTO
RECEBENDO;RECEBER
RECEIO;RECEOSO
RECÉM-NASCIDO;BEBÊ
RECERTIFICADA;RECERTIFICADO
RECESSIVA;RECESSIVO
RECHEAR;ENCHER
RECHONCHUDA;RECHONCHUDO
RECIPIENTE;TIGELA
RECLAMANDO;RECLAMAR
RECLINADO;INCLINADO
RECLINAR;INCLINADO
RECOMENDADA;RECOMENDADO
RECOMENDANDO;RECOMENDAR
RECOMPÕE;RECOMPOR
RECOMPONDO;RECOMPOR
RECOMPONHA;RECOMPOR
RECONCILIAR;RECONCILIAÇÃO
RECONFORTAR;CARINHO
RECONHECIDA;RECONHECIDO
RECONTEXTUALIZANDO;RECONTEXTUALIZAR
RECORDAÇÃO;LEMBRAR
RECORDAR;LEMBRAR
RECORTADA;RECORTADO
RECORTAR;TESOURA
RECUO;RECUAR
RECUPERANDO;RECUPERAR
RECUPERARMOS;RECUPERAR
RECURSOS;DINHEIRO
RECUSA;QUERER-NÃO
RECUSADA;RECUSADO
REDEMOINHO;FURACÃO
REDES;REDE
REDISPOSIÇÃO;MUDAR
REDONDA;REDONDO
REDUÇÃO;MINIMIZAR
REDUZIDA;REDUZIDO
REDUZINDO;REDUZIR
REDUZIR;ABREVIAR
REESTRUTURARAM;REESTRUTURAR
REESTRUTUROU;REESTRUTURAR
REFEIÇÃO;COMER
REFEITA;REFEITO
REFERENCIANDO;REFERENCIAR
REFERINDO;REFERIR
REFERIS;REFERIR
REFINANDO;REFINAR
REFLETINDO;REFLETIR
REFLETIR;PENSAR
REFLETIRMOS;REFLETIR
REFLEXÃO;PENSAR
REFLEXIVA;REFLEXIVO
REFORÇANDO;REFORÇAR
REFORMA;REFORMAR
REFORMULADA;REFORMULADO
REFORMULANDO;REFORMULAR
REFRESCANTE;FRESCO
REFRESCO;SUCO
REFRIGERADOR;GELADEIRA
REFUGIADA;REFUGIADO
REFUGIO;REFUGIAR
REGENTE;MAESTRO
REGIÃO;REGIÕES
REGIONAL;REGIÕES
REGISTRADA;REGISTRADO
REGOZIJO;APLAUSO
REGREDIR;RECUAR
REGRESSAR;VOLTAR
REGULAMENTADA;REGULAMENTADO
REGULATÓRIA;REGULATÓRIO
REINADO;MONARQUIA
REINICIAR;RECOMEÇAR
REINO;MONARQUIA
REITORA;REITOR
REITORA;REITOR
REITORAS;REITOR
REITORES;REITOR
REIVINDICAR;RECLAMAR
REJEITAR;DEIXAR
RELAÇÃO;RELACIONAMENTO
RELACIONADA;RELACIONAR
RELACIONADO;RELACIONAR
RELACIONANDO;RELACIONAR
RELÂMPAGO;RAIO
RELÂMPAGO;RAIO
RELAMPEJAR;RAIO
RELATAR;NARRAR
RELEMBRAR;LEMBRAR
RELEVÂNCIA;IMPORTANTE
RELEVANTE;IMPORTANTE
RELIGIOSIDADE;RELIGIÃO
RELIGIOSO;RELIGIÃO
RELINCHO;RELINCHAR
RELÓGIO;RELÓGIO
RELUZIR;BRILHO
RELVA;GRAMA
REMATE;FIM
REMEMORAÇÃO;LEMBRAR
REMEMORAR;LEMBRAR
REMENDAR;COSTURAR
REMENDO;COSTURAR
REMETER;ENVIAR
REMETIDA;REMETER
REMETIDO;REMETER
REMEXER;MEXER
REMEXIDO;MEXER
REMOÇÃO;REMOVER
REMODELAÇÃO;REMODELAR
REMODELADA;REMODELAR
REMODELADO;REMODELAR
REMODELAGEM;REMODELAR
REMORSO;ARREPENDER
REMOTO;DISTÂNCIA
REMOVIDA;REMOVER
REMOVIDO;REMOVER
REMUNERAÇÃO;SALÁRIO
RENDIMENTO;JUROS
RENOMADA;RENOMADO
RENOMADO;FAMOSO
RENOME;NOTÓRIO
RENOVADA;RENOVADO
RENOVAR;REPETIR
RENÚNCIA;DEIXAR
RENUNCIAR;DEIXAR
REORGANIZAR;REFAZER
REPARAR;CONSERTAR
REPARO;CONSERTAR
REPASTO;COMER
REPELIR;EXPULSAR
REPENSADA;REPENSADO
REPETÊNCIA;REPETIR
REPETIDORA;REPETIDOR
REPETITIVA;REPETITIVO
REPLETO;CHEIO
REPORTADA;REPORTADO
REPOUSAR;CALMO
REPOUSO;CALMO
REPOVOADA;REPOVOADO
REPREENSÃO;REPREENDER
REPRESALIA;VINGANÇA
REPRESENTAÇÃO;REPRESENTAR
REPRESENTADO;REPRESENTAR
REPRESENTANDO;REPRESENTAR
REPRESENTANTE;REPRESENTAR
REPRESSIVA;REPRESSIVO
REPRIMENDA;REPREENDER
REPRODUÇÃO;COPIAR
REPRODUTORA;REPRODUTOR
REPRODUZIR;COPIAR
REPROVADO;REPROVAÇÃO
REPUBLICANA;REPUBLICANO
REPUBLICANDO;REPUBLICAR
REPUGNÂNCIA;NOJO
REPUGNANTE;NOJENTO
REPUTAÇÃO;PERSONALIDADE
REQUESTE;REQUESTAR
REQUINTADA;REQUINTADO
REQUISITAR;PEDIR
RESCINDIDA;RESCINDIR
RESCINDIDO;RESCINDIR
RESERVADA;RESERVADO
RESERVAR;SEPARAR
RESFRIADO;GRIPE
RESGATADA;RESGATADO
RESGATAR;SALVAR
RESGUARDADA;RESGUARDADO
RESIDÊNCIA;CASA
RESIDIR;CASA
RESOLUTO;CORAJOSO
RESOLVENDO;RESOLVER
RESOLVEREM;RESOLVER
RESOLVIDA;RESOLVIDO
RESPECTIVA;RESPECTIVO
RESPEITADA;RESPEITADO
RESPEITANDO;RESPEITAR
RESPEITO;RESPEITAR
RESPEITOSA;RESPEITOSO
RESPIRAÇÃO;RESPIRAR
RESPIRATÓRIA;RESPIRATÓRIO
RESPIRATÓRIAS;RESPIRATÓRIO
RESPLANDECER;BRILHO
RESPONDENDO;RESPONDER
RESPONDIDA;RESPONDIDO
RESPONSABILIZADA;RESPONSABILIZADO
RESPONSÁVEL;RESPONSABILIDADE
RESPONSÁVEL;RESPONSABILIDADE
RESPOSTA;RESPONDER
RESSARCIMENTO;COMPENSAÇÃO
RESSARCIR;COMPENSAÇÃO
RESSUCITADA;RESSUCITADO
RESSUSCITAR;RESSURREIÇÃO
RESTAR;RESTO
RESTAURAÇÃO;REFORMAR
RESTAURAR;REFORMAR
RESTITUIÇÃO;DEVOLVER
RESTITUIR;DEVOLVER
RESTRINGINDO;RESTRINGIR
RESTRITA;RESTRITO
RESTRUTURADA;RESTRUTURADO
RESULTANDO;RESULTAR
RESUMI;RESUMIR
RESUMIDO;RESUMIR
RESUMO;RESUMIR
RESVALAR;ESCORREGAR
RETAGUARDA;ATRÁS
RETANGULAR;RETÂNGULO
RETARDA;RETARDO
RETARDAR;ATRASADO
RETER;SEGURAR
RETIDA;RETIDO
RETIFICAR;CORRIGIR
RETIRADA;RETIRADO
RETIRANDO;RETIRAR
RETIRAR;TIRAR
RETOMA;RETOMAR
RETOMADA;RETOMADO
RETORNADA;RETORNADO
RETRAIR;DIMINUIR
RETRATADA;RETRATADO
RETRATAR;RETRATO
RETRATOS;RETRATO
RETREINE;RETREINAR
RETRUCAR;DISCUSSÃO
RÉU;ACUSAR
REÚNE;REUNIR
REUNIDO;JUNTO
REUNIÕES;REUNIÃO
REVERENCIAR;VENERAR
REVIEW;REVISAR
REVISORA;REVISOR
REVISTAR;PESQUISAR
REVOGAR;CANCELAR
REVOLTAS;REVOLTA
REVÓLVER;ATIRAR
REZA;ORAÇÃO
RIBOMBAR;EXPLODIR
RICA;RICO
RIDÍCULA;RIDÍCULO
RIFLE;ESPINGARDA
RIGOROSO;EXIGIR
RIJO;DURO
RINCHAR;RELINCHAR
RINS;RIM
RIQUEZA;RICO
RISADA;RIR
RISCA;RISCO
RISO;RIR
RÍSPIDO;BRUTO
RIVALIZAR;COMPETIR
RIXA;COMPETIR
ROBUSTEZ;FORTE
ROBUSTO;FORTE
ROÇAR;ENXADA
ROCHA;PEDRA
ROCHEDO;PEDRA
RODANDO;GIRAR
RODEAR;RODAR
RODOPIAR;RODAR
ROEDOR;RATO
ROGAR;PEDIR
ROL;LISTAR
ROLADA;ROLADO
ROLETA;CATRACA
ROSADO;ROSA
ROTA;CAMINHO
ROTAÇÃO;GIRAR
ROTAS;ROTA
ROTATORIA;GIRAR
ROTEANDO;ROTEAR
ROUBADO;ROUBAR
ROUBALHEIRA;ROUBAR
ROUBANDO;ROUBAR
ROUBO;ROUBAR
ROUPA;BLUSA
ROUTER;ROTEADOR
RUBRICA;ASSINAR
RUBRICAR;ASSINAR
RUÇO;CABELO_BRANCO
RUDE;BRUTO
RUGIDO;RUGIR
RUGOSO;ÁSPERO
RUÍDO;BARULHENTO
RUINAS;DESABAR
RUIR;DESABAR
RUMO;CAMINHO
RUPTURA;QUEBRAR
RUSSA;RUSSO
RÚSTICO;BRUTO
SABERMOS;SABER
SABIA;SABER
SABIDA;SABIDO
SABONETE;SABÃO
SABOR;GOSTO
SABOROSO;DELICIOSO
SACANA;SACANAGEM
SACIADO;SACIAR
SACIEDADE;SACIAR
SADIO;SAÚDE
SAGACIDADE;ESPERTO
SAGAZ;ESPERTO
SAGRADA;SAGRADO
SAIDO;SAIR
SAINDO;SAIR
SAIRMOS;SAIR
SALDADA;SALDADO
SALINA;SAL
SALIVA;BABAR
SALIVAR;BABAR
SALTANDO;SALTAR
SALTO;SALTAR
SAMPLE;EXEMPLO
SANATÓRIO;CLÍNICA
SANCIONAR;APROVAR
SANITÁRIO;BANHEIRO
SANTIDADE;SANTO
SANTIGO;SANTIGAR
SÃO;SER
SAPONÁCEO;SABÃO
SARCÓFAGO;CAIXÃO
SARDENTO;SARDAS
SATÂNICO;DIABO
SATISFAÇÃO;FELIZ
SATISFEITO;CONTENTE
SATURADA;SATURADO
SAUDAÇÃO;CUMPRIMENTAR
SAUDAR;CUMPRIMENTAR
SAUDÁVEL;SAÚDE
SAUDOSO;SAUDADE
SAÚVA;FORMIGA
SECA;SECO
SECREÇÕES;SECREÇÃO
SECRETO;SEGREDO
SEDE;LOCAL
SEDENTO;SEDE
SEGREDAR;COCHICHAR
SEGREGA;SEGREGAR
SEGREGAÇÃO;DISCRIMINAR
SEGREGADA;SEGREGADO
SEGREGADOS;SEGREGADO
SEGREGAM;SEGREGAR
SEGREGANDO;SEGREGAR
SEGREGAR;DISCRIMINAR
SEGUIDA;SEGUIR
SEGUIDA;SEGUIDO
SEGUIDOR;DISCÍPULO
SEGUINDO;SEGUIR
SEGUINTE;PRÓXIMA
SEGUIR;ACOMPANHAR
SEGURA;SEGURO
SEGURANDO;SEGURAR
SEIO;MAMA
SELECIONA;SELECIONAR
SELECIONADA;SELECIONADO
SELECIONANDO;SELECIONAR
SELECIONAR;ESCOLHER
SELETA;SELETO
SELVA;FLORESTA
SEMBLANTE;FACE
SEMEAR;PLANTAR
SEMELHANTES;SEMELHANTE
SEMESTRAL;SEMESTRE
SEMINARISTA;SEMINÁRIO
SEND;ENVIAR
SENDA;CAMINHO
SENIL;VELHO
SENSIBILIDADE;SENTIR
SENSIBILIZADO;EMOCIONAR
SENTAR;CADEIRA
SENTENÇA;FRASE
SENTIDA;SENTIDO
SENTIMENTO;SENTIR
SENTINDO;SENTIR
SENTINELA;SEGURANÇA
SEPARAÇÃO;DIVORCIADO
SEPARADA;SEPARADO
SEPARANDO;SEPARAR
SEPULTAMENTO;FUNERAL
SEPULTAR;FUNERAL
SEPULTURA;JAZIGO
SEQUENCIA;SEQUENCIAR
SER;PESSOA
SEREM;SER
SERENAR;ALIVIAR
SERENIDADE;CALMO
SERENO;CALMO
SERENO;TRANQUILO
SERIA;SER
SERINGA;INJETAR
SERMOS;SER
SERPENTE;COBRA
SERRA;MONTANHA
SERRADA;SERRADO
SERROTE;SERRAR
SERTANEJO;HOMEM_ENXADA
SERVIÇO;TRABALHAR
SERVIDA;SERVIDO
SÉTIMA;SÉTIMO
SEVERA;SEVERO
SHORTS;BERMUDA
SIBILAR;ASSOBIAR
SIDO;SER
SIGILOSO;SEGREDO
SIGNIFICANDO;SIGNIFICAR
SIGNIFICANTE;SIGNIFICADO
SIGNIFICATIVA;SIGNIFICATIVO
SILÊNCIO;SILENCIOSO
SILENCIOSO;SILENCIOSO
SILVAR;APITAR
SILVO;ASSOBIAR
SIMBÓLICA;SIMBÓLICO
SÍMBOLO;MEDALHA
SIMIESCO;MACACO
SIMILAR;SEMELHANTE
SÍMIO;MACACO
SIMPLIFICANDO;SIMPLIFICAR
SIMPÓSIO;PALESTRA
SIMULADO;FINGIR
SIMULANDO;SIMULAR
SIMULTÂNEO;COINCIDIR
SINALEIRO;SEMÁFORO
SINCERA;SINCERO
SINDICADA;SINDICADO
SINDICÂNCIA;PESQUISAR
SINETA;SINO
SINGELO;INOCENTE
SINGULARMENTE;SOZINHO
SINOPSE;RESUMIR
SINTETIZA;RESUMIR
SINTETIZADO;RESUMIR
SINTETIZAR;RESUMIR
SINUCA;BILHAR
SINUOSIDADE;CURVA
SIRENA;ALARME
SIRENE;ALARME
SISO;DENTE
SISTEMAS;SISTEMA
SISTEMÁTICO;SISTEMÁTICA
SITIANTE;FAZENDEIRO
SÍTIO;FAZENDA
SITUAÇÕES;SITUAÇÃO
SITUADA;SITUADO
SNOOKER;BILHAR
SÓ;SOZINHO
SOB;ABAIXO
SOBEJAR;SOBRAR
SOBERANA;SOBERANO
SOBERBA;ESNOBE
SOBERBO;ESNOBE
SOBERBO;ORGULHO
SOBRA;RESTO
SOBREMESA;DOCE
SOBREPUJAR;SUPERAR
SOBRESCRITO;RUA
SOBRESSALTAR;ASSUSTAR
SOBRETUDO;CASACO
SOBREVIR;ACONTECER_ANTES
SÓBRIO;SÉRIO
SOCAR;GOLPEAR
SÓCIA;SÓCIO
SOCIÉTICA;SOVIÉTICO
SOCIOECONÔMICA;SOCIOECONÔMICO
SOCIÓLOGA;SOCIÓLOGO
SOCIOLÓGICA;SOCIOLÓGICO
SOCO;GOLPEAR
SOCORRER;AJUDAR
SOCORRIDO;AJUDAR
SOFISTICADA;SOFISTICADO
SOFREGO;ANSIOSO
SOFREGUIDÃO;ANSIOSO
SOFRENDO;SOFRER
SOFRIMENTO;SOFRER
SOLAPADA;SOLAPADO
SOLENIDADE;FESTA
SOLICITA;SOLICITAR
SOLICITADO;PEDIR
SOLICITAREM;SOLICITAR
SOLICITO;SOLICITAR
SOLIDÁRIA;SOLIDÁRIO
SOLIDÁRIOS;SOLIDÁRIO
SÓLIDO;DURO
SOLILÓQUIO;MONÓLOGO
SOLITÁRIA;SOZINHO
SOLITÁRIO;SOZINHO
SOLO;TERRA
SOLTA;LIVRE
SOLTANDO;LIVRE
SOLTAR;LIVRE
SOLTO;LIVRE
SOLTURA;LIVRE
SOLUÇO;SOLUÇAR
SOM;BARULHENTO
SOMANDO;SOMAR
SOMAR;MAIS
SOMAR;MAIS
SOMATÓRIA;SOMATÓRIO
SOMBRINHA;GUARDA-CHUVA
SOMBRIO;ESCURO
SOMENTE;SOZINHO
SOMO;SOMAR
SONDAR;PROCURAR
SONHAR;IMAGINA
SONO;SONOLENTO
SONOLÊNCIA;SONOLENTO
SOPAPO;GOLPEAR
SOROR;FREIRA
SORRATEIRO;MANHA
SORRIR;RIR
SORTEAR;SORTEIO
SORVER;ABSORVER
SOSSEGADO;CALMO
SOSSEGAR;CALMO
SOSSEGO;CALMO
SOTERRAR;ENTERRAR
SOVACO;AXILA
SOVINA;AVARENTO
SOVINICE;AVARENTO
SOZINHA;SOZINHO
SR;SENHOR
SUA;SEU
SUADA;SUADO
SUAVIZAR;SUAVE
SUBDIVIDIDA;SUBDIVIDIDO
SUBESTIMAR;IGNORAR
SUBINDO;SUBIR
SUBLINHADO;GRIFAR
SUBLINHAR;GRIFAR
SUBMETIDA;SUBMETIDO
SUBORDINAÇÃO;INFERIOR
SUBORDINADA;SUBORDINADO
SUBORNAR;SUBORNO
SUBSEQUENTE;DEPOIS
SUBSEQUENTE;PRÓXIMA
SUBSIDIAM;SUBSIDIAR
SUBSIDIO;SUBSIDIAR
SUBSISTIR;EXISTIR
SUBSTITUINDO;SUBSTITUIR
SUBSTITUTO;SUBSTITUIR
SUBTERFÚGIO;FUGIR
SUBTERRÂNEA;SUBTERRÂNEO
SUBTRAÇÃO;MENOS
SUBTRAIR;MENOS
SUCEDER;ACONTECER_DEPOIS
SUCEDIDA;SUCEDIDO
SUCURI;COBRA
SUECO;SUÉCIA
SUFOCANTE;SUFOCAR
SUGANDO;SUGAR
SUGESTÃO;OPINIÃO
SUICÍDIO;SUICIDAR
SUIÇO;SUIÇA
SUÍNO;PORCO
SUJEIRA;SUJO
SUJEITA;SUJEITO
SUJIDADE;SUJO
SUMARIADO;RESUMIR
SUMARIAR;RESUMIR
SUMÁRIO;RESUMIR
SUMO;SUCO
SUOR;SUAR
SUPERADA;SUPERADO
SUPERFÍCIE;ÁREA
SUPERINTENDENDO;SUPERINTENDER
SUPERIOR;SOBERANO
SUPERMERCADO;MERCADO
SUPERVISAR;PESQUISA
SUPERVISIONAR;PESQUISA
SUPERVISORA;SUPERVISOR
SUPLANTAR;SUPERAR
SÚPLICA;PEDIR
SUPLICAR;SÚPLICA
SUPOSIÇÃO;SUPOR
SUPRIMIR;REMOVER
SUPRIR;PROVER
SURDEZ;SURDO
SURDOCEGO;SURDOCEGUEIRA
SURGERIU;SUGERIR
SURGINDO;SURGIR
SURGIR;APARECER
SURPREENDENTE;MARAVILHOSO
SURPREENDER;SURPRESA
SURPREENDIDA;SURPREENDIDO
SURPRESO;ESPANTADO
SURRA;ESPANCAR
SURRAR;ESBOFETEAR
SURVEY;PESQUISAR
SUSCITAR;CRIAR
SUSPEITA;SUSPEITO
SUSPEITAR;DESCONFIADO
SUSPENSÃO;SUSPENDER
SUSPENSO;SUSPENDER
SUSSURRAR;COCHICHAR
SUSSURRO;COCHICHAR
SUSTENTADA;SUSTENTADO
SUSTENTO;DINHEIRO
SUSTER;SUSPENDER
SUSTO;ASSUSTAR
TABELIÃO;CARTÓRIO
TABLADO;PALCO
TABULADA;TABULADO
TALENTOSA;TALENTOSO
TALHARIM;MACARRÃO
TALONÁRIO;CHEQUE
TAMPA;COBRIR
TAMPAR;COBRIR
TANTO;MUITO
TAPA;ESBOFETEAR
TAPADA;TAPADO
TAPAR;COBRIR
TARANTULA;ARANHA
TARDAR;DEVAGAR
TARDIAMENTE;DEVAGAR
TARDIO;DEVAGAR
TÁTICA;TÁTICO
TAXADA;TAXADO
TAXONÔMICA;TAXONÔMICO
TECIDO;PANO
TECLAR;DIGITAR
TÉCNICAS;TÉCNICO
TECNOLÓGICA;TECNOLÓGICO
TECNOLÓGICAS;TECNOLÓGICO
TEIMA;TEIMOSO
TEIMOSA;TEIMOSO
TEIMOSIA;TEIMOSO
TELA;QUADRO
TELAS;TELA
TELEFÔNICA;TELEFÔNICO
TELEGUIADA;TELEGUIADO
TELENOVELA;NOVELA
TELEPATA;TELEPATIA
TELESCÓPIO;ASTRONOMIA
TELEVISOR;TELEVISÃO
TEMA;ASPAS
TEMAS;TEMA
